Opportunity No.,Reporting Status,Product,Industry,Region,Segment,Relative Strength in the segment,Profit of customer - $Mn,Sales Value - $Mn,Profit %,Joint Bid - WSES Portion
Training1596,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35, 1.080 , 7.3 , 34 ,61
Training1597,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.135 , 7.6 , 51 ,61
Training1598,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 1.110 , 8.5 , 39 ,40
Training1599,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 0.647 , 9.0 , 73 ,48
Training1600,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 1.031 , 5.8 , 44 ,49
Training1601,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.379 , 6.3 , 53 ,57
Training1602,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.218 , 6.3 , 58 ,69
Training1603,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.713 , 10.9 , 52 ,55
Training1604,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.768 , 10.0 , 45 ,62
Training1605,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.769 , 11.1 , 24 ,35
Training1606,Lost,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 1.863 , 8.3 , 55 ,46
Training1607,Lost,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 1.111 , 11.1 , 52 ,57
Training1608,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.129 , 10.5 , 43 ,47
Training1609,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.246 , 6.1 , 69 ,67
Training1610,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 0.646 , 7.4 , 43 ,57
Training1611,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.847 , 11.3 , 35 ,70
Training1612,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.893 , 9.9 , 37 ,67
Training1613,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, (0.073), 2.4 , 58 ,67
Training1614,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.426 , 8.6 , 43 ,59
Training1615,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.461 , 14.2 , 54 ,55
Training1616,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.652 , 10.4 , 38 ,59
Training1617,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 1.739 , 5.9 , 42 ,57
Training1618,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.337 , 7.0 , 50 ,66
Training1619,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 0.851 , 7.7 , 52 ,68
Training1620,Won,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 0.316 , 5.4 , 56 ,62
Training1621,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.297 , 7.3 , 49 ,57
Training1622,Lost,GTMSys,Health,UK,"GTMSys,Health,UK",67, 0.953 , 7.6 , 55 ,67
Training1623,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 1.560 , 9.3 , 50 ,56
Training1624,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.503 , 7.3 , 61 ,70
Training1625,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.556 , 7.7 , 64 ,69
Training1626,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.795 , 6.0 , 68 ,63
Training1627,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.754 , 11.1 , 46 ,60
Training1628,Lost,Procsys,Security,India,"Procsys,Security,India",44, 1.426 , 5.3 , 52 ,50
Training1629,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.696 , 9.4 , 67 ,56
Training1630,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.560 , 6.9 , 42 ,56
Training1631,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 1.281 , 8.1 , 55 ,52
Training1632,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66, 1.306 , 10.6 , 49 ,68
Training1633,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39, 1.313 , 8.6 , 46 ,58
Training1634,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 2.112 , 8.0 , 37 ,70
Training1635,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 1.602 , 7.8 , 62 ,56
Training1636,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.972 , 8.2 , 62 ,54
Training1637,Lost,GTMSys,Others,Americas,"GTMSys,Others,Americas",38, 1.955 , 7.7 , 50 ,61
Training1638,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35, 0.897 , 10.6 , 57 ,67
Training1639,Won,GTMSys,Defense,Africa,"GTMSys,Defense,Africa",25, (0.101), 7.3 , 54 ,45
Training1640,Lost,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 1.346 , 10.2 , 57 ,44
Training1641,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64, 1.671 , 8.3 , 52 ,54
Training1642,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 0.530 , 5.4 , 64 ,62
Training1643,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.853 , 6.8 , 54 ,55
Training1644,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.058 , 5.2 , 46 ,100
Training1645,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 1.099 , 6.9 , 37 ,72
Training1646,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.617 , 8.6 , 61 ,67
Training1647,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 0.330 , 8.3 , 49 ,55
Training1648,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.716 , 8.0 , 50 ,66
Training1649,Won,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 0.419 , 11.0 , 57 ,63
Training1650,Won,GTMSys,Defense,Other Europe,"GTMSys,Defense,Other Europe",30, 0.234 , 7.3 , 44 ,67
Training1651,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.017 , 10.1 , 59 ,66
Training1652,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.127 , 5.6 , 52 ,56
Training1653,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 1.010 , 10.2 , 54 ,37
Training1654,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 1.217 , 10.2 , 45 ,70
Training1655,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 2.112 , 11.0 , 45 ,49
Training1656,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.175 , 7.2 , 72 ,57
Training1657,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 0.271 , 5.8 , 62 ,50
Training1658,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 0.531 , 9.5 , 54 ,44
Training1659,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.580 , 7.2 , 47 ,64
Training1660,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.096 , 9.3 , 42 ,63
Training1661,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39, 0.688 , 10.5 , 63 ,67
Training1662,Won,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66, 0.548 , 7.8 , 55 ,65
Training1663,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.630 , 8.2 , 48 ,100
Training1664,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 1.144 , 10.4 , 48 ,58
Training1665,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64, 1.560 , 5.8 , 45 ,62
Training1666,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.258 , 5.7 , 53 ,56
Training1667,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 0.821 , 8.5 , 61 ,76
Training1668,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 0.876 , 6.4 , 65 ,43
Training1669,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64, 1.388 , 7.7 , 29 ,45
Training1670,Won,Procsys,Defense,Americas,"Procsys,Defense,Americas",22, 1.415 , 4.6 , 49 ,100
Training1671,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.047 , 6.7 , 41 ,40
Training1672,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.036 , 9.7 , 27 ,53
Training1673,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 0.818 , 6.3 , 61 ,55
Training1674,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35, 0.443 , 7.7 , 31 ,58
Training1675,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.916 , 11.6 , 43 ,45
Training1676,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.758 , 10.3 , 44 ,69
Training1677,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 1.450 , 4.2 , 43 ,66
Training1678,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.804 , 6.7 , 47 ,47
Training1679,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.032 , 8.5 , 59 ,64
Training1680,Lost,Procsys,Security,India,"Procsys,Security,India",44, 1.262 , 10.7 , 56 ,59
Training1681,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.991 , 8.2 , 61 ,42
Training1682,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.685 , 9.9 , 47 ,66
Training1683,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.331 , 9.7 , 66 ,48
Training1684,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 1.329 , 8.8 , 49 ,100
Training1685,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 0.776 , 9.6 , 58 ,67
Training1686,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 0.950 , 7.2 , 45 ,56
Training1687,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.285 , 6.4 , 33 ,54
Training1688,Won,Lifesys,Defense,UK,"Lifesys,Defense,UK",20, 0.903 , 8.6 , 46 ,56
Training1689,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 1.542 , 8.2 , 35 ,63
Training1690,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 1.637 , 8.4 , 51 ,53
Training1691,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.389 , 10.3 , 50 ,54
Training1692,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.409 , 9.2 , 44 ,55
Training1693,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 1.439 , 9.6 , 47 ,49
Training1694,Lost,LearnSys,Clinical research,UK,"LearnSys,Clinical research,UK",78, 1.202 , 6.3 , 41 ,60
Training1695,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.721 , 6.3 , 56 ,100
Training1696,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 2.112 , 7.0 , 50 ,50
Training1697,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.900 , 11.8 , 60 ,55
Training1698,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.578 , 4.9 , 56 ,60
Training1699,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.198 , 4.6 , 55 ,100
Training1700,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 0.085 , 11.0 , 47 ,67
Training1701,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.814 , 6.8 , 58 ,69
Training1702,Won,Finsys,Insurance,UK,"Finsys,Insurance,UK",31, 0.621 , 6.0 , 68 ,56
Training1703,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.724 , 8.0 , 64 ,59
Training1704,Lost,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69, 1.059 , 6.5 , 51 ,69
Training1705,Won,GTMSys,Security,UK,"GTMSys,Security,UK",32, 0.212 , 8.7 , 46 ,61
Training1706,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 1.637 , 8.6 , 68 ,68
Training1707,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.907 , 10.7 , 58 ,57
Training1708,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.540 , 10.1 , 49 ,62
Training1709,Lost,Procsys,Security,India,"Procsys,Security,India",44, 1.430 , 7.5 , 47 ,65
Training1710,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.636 , 9.1 , 30 ,74
Training1711,Lost,Procsys,Energy,UK,"Procsys,Energy,UK",34, 1.514 , 7.5 , 59 ,59
Training1712,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 1.047 , 9.0 , 60 ,73
Training1713,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.870 , 10.9 , 52 ,57
Training1714,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35, 0.977 , 6.2 , 42 ,74
Training1715,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.428 , 10.3 , 70 ,62
Training1716,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.789 , 5.5 , 43 ,62
Training1717,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 1.203 , 7.7 , 49 ,100
Training1718,Lost,GTMSys,Security,Singapore,"GTMSys,Security,Singapore",73, 0.823 , 7.0 , 47 ,64
Training1719,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 0.699 , 8.0 , 40 ,63
Training1720,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.081 , 10.7 , 54 ,68
Training1721,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.964 , 7.6 , 50 ,72
Training1722,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.712 , 11.4 , 65 ,54
Training1723,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.702 , 10.0 , 56 ,53
Training1724,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.908 , 8.6 , 66 ,60
Training1725,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.705 , 8.4 , 38 ,67
Training1726,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.104 , 10.6 , 44 ,67
Training1727,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 1.107 , 9.6 , 64 ,38
Training1728,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.570 , 6.4 , 42 ,59
Training1729,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.147 , 7.2 , 36 ,55
Training1730,Won,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 0.787 , 7.9 , 38 ,61
Training1731,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39, 1.059 , 5.5 , 52 ,65
Training1732,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 1.715 , 10.7 , 60 ,53
Training1733,Won,Lifesys,Capital Markets,UK,"Lifesys,Capital Markets,UK",27, 0.666 , 4.5 , 67 ,68
Training1734,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.435 , 8.3 , 57 ,57
Training1735,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.877 , 7.4 , 67 ,45
Training1736,Lost,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 1.628 , 10.4 , 42 ,58
Training1737,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 1.868 , 7.4 , 38 ,57
Training1738,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 0.517 , 7.3 , 66 ,60
Training1739,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.482 , 9.2 , 37 ,58
Training1740,Won,Lifesys,Capital Markets,UK,"Lifesys,Capital Markets,UK",27, 0.338 , 14.0 , 57 ,60
Training1741,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.522 , 5.2 , 54 ,58
Training1742,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.709 , 5.2 , 62 ,53
Training1743,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.521 , 10.2 , 46 ,64
Training1744,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.114 , 7.4 , 42 ,56
Training1745,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.817 , 10.4 , 47 ,75
Training1746,Won,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69, 0.088 , 3.2 , 58 ,54
Training1747,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 1.276 , 5.3 , 28 ,64
Training1748,Won,Procsys,Other Govt.,Japan,"Procsys,Other Govt.,Japan",33, 0.650 , 12.3 , 54 ,53
Training1749,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.905 , 3.9 , 40 ,100
Training1750,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.308 , 9.5 , 65 ,55
Training1751,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39, 0.860 , 6.1 , 46 ,50
Training1752,Won,GTMSys,Defense,Africa,"GTMSys,Defense,Africa",25, 1.329 , 10.3 , 39 ,59
Training1753,Won,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 0.920 , 11.9 , 43 ,68
Training1754,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.388 , 6.8 , 31 ,50
Training1755,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 1.029 , 8.2 , 70 ,49
Training1756,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.701 , 8.7 , 30 ,59
Training1757,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 1.212 , 8.7 , 39 ,73
Training1758,Lost,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 1.955 , 6.6 , 54 ,47
Training1759,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 0.364 , 9.5 , 44 ,49
Training1760,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.864 , 7.6 , 59 ,48
Training1761,Lost,Procsys,Energy,UK,"Procsys,Energy,UK",34, 1.146 , 5.1 , 70 ,55
Training1762,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 0.553 , 12.2 , 46 ,66
Training1763,Lost,GTMSys,Security,Singapore,"GTMSys,Security,Singapore",73, 1.030 , 12.6 , 67 ,59
Training1764,Won,Procsys,Security,Americas,"Procsys,Security,Americas",68, 0.277 , 5.9 , 48 ,77
Training1765,Lost,Procsys,Clinical research,UK,"Procsys,Clinical research,UK",70, 1.307 , 9.2 , 58 ,100
Training1766,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.659 , 9.2 , 39 ,58
Training1767,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64, 1.667 , 8.9 , 36 ,57
Training1768,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.344 , 6.2 , 62 ,71
Training1769,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.976 , 4.9 , 40 ,61
Training1770,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 1.212 , 8.3 , 51 ,76
Training1771,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.773 , 7.5 , 53 ,62
Training1772,Lost,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69, 0.579 , 10.5 , 72 ,68
Training1773,Lost,Procsys,Mobility,Canada,"Procsys,Mobility,Canada",29, 1.669 , 9.3 , 61 ,74
Training1774,Won,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69, 0.781 , 4.1 , 39 ,56
Training1775,Lost,Procsys,Mobility,Canada,"Procsys,Mobility,Canada",29, 1.636 , 7.3 , 49 ,56
Training1776,Won,Finsys,Others,Other Europe,"Finsys,Others,Other Europe",18, 1.757 , 7.0 , 38 ,51
Training1777,Won,Finsys,Insurance,UK,"Finsys,Insurance,UK",31, 0.377 , 9.2 , 57 ,63
Training1778,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 0.447 , 8.8 , 55 ,37
Training1779,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 1.743 , 8.1 , 60 ,63
Training1780,Lost,Procsys,Security,India,"Procsys,Security,India",44, 1.955 , 9.0 , 49 ,63
Training1781,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.390 , 9.5 , 34 ,45
Training1782,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.955 , 7.9 , 27 ,59
Training1783,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.397 , 6.7 , 56 ,56
Training1784,Lost,Procsys,Security,India,"Procsys,Security,India",44, 1.257 , 8.4 , 65 ,63
Training1785,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.368 , 6.8 , 45 ,70
Training1786,Lost,Lifesys,Capital Markets,UK,"Lifesys,Capital Markets,UK",27, 1.615 , 7.9 , 55 ,55
Training1787,Won,GTMSys,Defense,Other Europe,"GTMSys,Defense,Other Europe",30, 1.145 , 6.3 , 62 ,72
Training1788,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.066 , 11.0 , 58 ,57
Training1789,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.616 , 5.1 , 44 ,63
Training1790,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.281 , 9.1 , 49 ,54
Training1791,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.291 , 6.8 , 45 ,51
Training1792,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.010 , 6.2 , 50 ,56
Training1793,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.094 , 6.8 , 55 ,74
Training1794,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.742 , 8.2 , 31 ,66
Training1795,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.919 , 5.2 , 48 ,71
Training1796,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 0.787 , 6.2 , 59 ,58
Training1797,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 2.112 , 9.6 , 45 ,48
Training1798,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, (0.198), 4.8 , 40 ,62
Training1799,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.254 , 6.6 , 37 ,64
Training1800,Won,GTMSys,Agriculture,Other Europe,"GTMSys,Agriculture,Other Europe",26, 1.046 , 9.7 , 36 ,61
Training1801,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 1.382 , 9.8 , 25 ,69
Training1802,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, (0.158), 5.8 , 58 ,59
Training1803,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.172 , 8.7 , 46 ,56
Training1804,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.048 , 5.7 , 48 ,52
Training1805,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.131 , 10.1 , 57 ,64
Training1806,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.016 , 7.4 , 51 ,56
Training1807,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39, 1.117 , 11.0 , 42 ,59
Training1808,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 0.604 , 7.7 , 57 ,56
Training1809,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 1.593 , 6.7 , 57 ,60
Training1810,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 0.267 , 6.1 , 59 ,47
Training1811,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.434 , 6.8 , 47 ,58
Training1812,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 1.309 , 8.1 , 45 ,36
Training1813,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.383 , 9.1 , 43 ,63
Training1814,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 0.613 , 7.2 , 62 ,59
Training1815,Won,Procsys,Security,Americas,"Procsys,Security,Americas",68, 0.678 , 10.4 , 31 ,65
Training1816,Won,Finsys,Insurance,UK,"Finsys,Insurance,UK",31, 0.459 , 6.1 , 57 ,65
Training1817,Lost,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69, 0.906 , 10.8 , 58 ,54
Training1818,Won,GTMSys,Defense,Other Europe,"GTMSys,Defense,Other Europe",30, 1.374 , 10.4 , 50 ,100
Training1819,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 0.901 , 8.2 , 55 ,61
Training1820,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 0.402 , 4.8 , 70 ,61
Training1821,Won,Finsys,Insurance,UK,"Finsys,Insurance,UK",31, 1.413 , 12.5 , 48 ,51
Training1822,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66, 1.114 , 4.3 , 58 ,67
Training1823,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.288 , 7.7 , 43 ,61
Training1824,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.301 , 3.9 , 53 ,53
Training1825,Lost,LearnSys,Insurance,UK,"LearnSys,Insurance,UK",74, 1.225 , 8.3 , 50 ,66
Training1826,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 2.306 , 5.9 , 39 ,54
Training1827,Won,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 0.230 , 11.0 , 59 ,61
Training1828,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 1.203 , 9.1 , 46 ,69
